date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:33:15	26383/26383	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2009:33:14%20GMT	https://tema7.dokuzyazilim.com/	C:/Users/abdul/Desktop/HTTRACK/site7/site/tema7.dokuzyazilim.com/index.html	(from )
12:33:15	0/0	---M--	200	added ('OK')	text/plain	date:Sun,%2005%20Nov%202023%2009:33:14%20GMT	https://tema7.dokuzyazilim.com/robots.txt		(from )
12:33:16	1520/1520	---M-Z	200	added ('OK')	image/x-icon	date:Sat,%2012%20Feb%202022%2010:33:07%20GMT	https://tema7.dokuzyazilim.com/u/tema7/favicon.ico?v=2784	C:/Users/abdul/Desktop/HTTRACK/site7/site/tema7.dokuzyazilim.com/u/tema7/favicon8a2d.ico	(from https://tema7.dokuzyazilim.com/)
12:33:16	160403/160403	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:10%20GMT	https://stackpath.bootstrapcdn.com/bootstrap/4.5.0/css/bootstrap.min.css	C:/Users/abdul/Desktop/HTTRACK/site7/site/stackpath.bootstrapcdn.com/bootstrap/4.5.0/css/bootstrap.min.css	(from https://tema7.dokuzyazilim.com/)
12:33:16	89729/89729	---MCZ	200	added ('OK')	text/css	etag:W/%2215e81-17bde817800%22	https://maxst.icons8.com/vue-static/landings/line-awesome/line-awesome/1.3.0/css/line-awesome.min.css	C:/Users/abdul/Desktop/HTTRACK/site7/site/maxst.icons8.com/vue-static/landings/line-awesome/line-awesome/1.3.0/css/line-awesome.min.css	(from https://tema7.dokuzyazilim.com/)
12:33:17	1776/1776	---M-Z	200	added ('OK')	text/css	etag:W/%226f0-qUoFmzF4tK3sCeMoGs4oGaMAlaQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	C:/Users/abdul/Desktop/HTTRACK/site7/site/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	(from https://tema7.dokuzyazilim.com/)
12:33:17	4895/4895	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Jun%202013%2022:12:28%20GMT	https://tema7.dokuzyazilim.com/js/fancybox/jquery.fancybox.css?v=2784	C:/Users/abdul/Desktop/HTTRACK/site7/site/tema7.dokuzyazilim.com/js/fancybox/jquery.fancybox8a2d.css	(from https://tema7.dokuzyazilim.com/)
12:33:18	75178/75178	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Nov%202023%2009:50:26%20GMT	https://tema7.dokuzyazilim.com/templates/default-neo/css/main.css?v=2784	C:/Users/abdul/Desktop/HTTRACK/site7/site/tema7.dokuzyazilim.com/templates/default-neo/css/main8a2d.css	(from https://tema7.dokuzyazilim.com/)
12:33:18	0/0	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Sep%202020%2006:43:25%20GMT	https://tema7.dokuzyazilim.com/templates/default-neo/css/color.default.css?v=2784	C:/Users/abdul/Desktop/HTTRACK/site7/site/tema7.dokuzyazilim.com/templates/default-neo/css/color.default8a2d.css	(from https://tema7.dokuzyazilim.com/)
12:33:18	201/201	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Nov%202023%2009:50:37%20GMT	https://tema7.dokuzyazilim.com/templates/neo-business/css/main.css?v=2784	C:/Users/abdul/Desktop/HTTRACK/site7/site/tema7.dokuzyazilim.com/templates/neo-business/css/main8a2d.css	(from https://tema7.dokuzyazilim.com/)
